Date,Price,Open,High,Low,Vol. ('000),Change %
08/18/2022,23203.60,23337.70,23578.00,23131.30,160.97,-0.58%
08/17/2022,23338.00,23855.80,24423.50,23191.60,239.53,-2.17%
08/16/2022,23856.80,24102.60,24240.80,23693.80,201.7,-1.02%
08/15/2022,24101.70,24303.30,25205.70,23784.50,279.28,-0.83%
08/14/2022,24302.80,24442.10,24997.30,24172.20,177.25,-0.57%
08/13/2022,24442.50,24398.90,24882.90,24318.70,170.59,0.18%
8/12/2022,24398.70,23935.30,24440.80,23616.40,194.96,1.94%
8/11/2022,23935.30,23963.30,24873.50,23864.00,285.36,-0.12%
8/10/2022,23962.90,23150.30,24209.90,22714.70,243.61,3.53%
8/9/2022,23146.70,23818.10,23912.00,22886.50,169.62,-2.81%
8/8/2022,23816.30,23175.30,24234.10,23160.60,197.94,2.77%
8/7/2022,23175.30,22944.20,23387.70,22852.30,99.36,1.01%
8/6/2022,22944.20,23308.20,23344.40,22923.60,94.44,-1.56%
8/5/2022,23308.20,22613.30,23447.60,22593.50,208.9,3.08%
8/4/2022,22612.10,22822.20,23214.50,22438.70,181.19,-0.91%
8/3/2022,22820.80,22988.70,23623.70,22698.60,174.66,-0.73%
8/2/2022,22988.60,23271.10,23423.30,22670.80,177.3,-1.21%
8/1/2022,23271.20,23303.40,23484.40,22863.80,162.33,-0.14%
07/31/2022,23303.40,23634.20,24179.30,23236.20,138.84,-1.40%
07/30/2022,23634.20,23774.20,24605.30,23521.80,168.72,-0.59%
07/29/2022,23774.30,23850.20,24340.00,23451.40,221.66,-0.32%
07/28/2022,23850.00,22957.70,24190.50,22611.60,268.32,3.88%
07/27/2022,22958.30,21248.00,23027.80,21047.50,242.66,8.05%
07/26/2022,21248.70,21301.60,21322.30,20737.30,201.57,-0.25%
07/25/2022,21301.90,22582.30,22653.30,21275.40,206.93,-5.67%
07/24/2022,22582.10,22449.80,22987.90,22281.30,126.66,0.54%
07/23/2022,22460.40,22683.60,22991.00,21971.70,137.42,-0.95%
07/22/2022,22675.20,23150.00,23741.40,22524.20,197.54,-2.06%
07/21/2022,23153.00,23219.90,23403.80,22360.20,217.08,-0.27%
07/20/2022,23215.20,23412.00,24258.00,22944.40,281.31,-0.83%
07/19/2022,23410.20,22529.30,23757.30,21581.80,308.91,3.93%
07/18/2022,22525.80,20785.60,22714.90,20770.60,279.72,8.37%
07/17/2022,20785.60,21209.80,21654.40,20755.20,132.81,-2.00%
07/16/2022,21209.90,20825.20,21561.30,20484.40,136.89,1.85%
07/15/2022,20825.10,20586.10,21178.10,20393.40,164.67,1.16%
07/14/2022,20586.00,20250.00,20862.20,19664.90,205.28,1.66%
07/13/2022,20250.00,19331.60,20250.80,18942.20,249.38,4.75%
7/12/2022,19330.90,19963.20,20051.70,19279.60,167.91,-3.17%
7/11/2022,19963.20,20847.20,20855.00,19897.00,160.2,-4.24%
7/10/2022,20847.40,21587.40,21599.20,20689.70,204.68,-3.43%
7/9/2022,21587.50,21610.40,21944.10,21338.40,190.11,-0.11%
7/8/2022,21611.20,21637.10,22482.10,21207.00,439.9,-0.12%
7/7/2022,21637.80,20557.90,21817.80,20282.70,115.81,5.24%
7/6/2022,20561.10,20180.40,20654.90,19785.30,105.24,1.78%
7/5/2022,20200.60,20215.80,20706.90,19315.40,122.43,-0.08%
7/4/2022,20215.80,19310.60,20303.80,19052.50,92.79,4.69%
7/3/2022,19309.90,19243.40,19626.40,18794.40,65.27,0.35%
7/2/2022,19243.20,19275.40,19425.40,19006.40,58.57,-0.10%
7/1/2022,19262.90,19926.60,20785.60,18980.10,150.18,-3.33%
06/30/2022,19926.60,20111.30,20155.10,18682.70,127.73,-0.92%
06/29/2022,20111.30,20278.00,20415.80,19880.70,98.97,-0.82%
06/28/2022,20278.00,20727.90,21200.20,20210.50,83.83,-2.18%
06/27/2022,20730.20,21037.70,21497.50,20568.00,84.69,-1.49%
06/26/2022,21043.50,21489.90,21837.40,20989.70,67.21,-2.08%
06/25/2022,21489.90,21226.90,21553.40,20917.50,66.63,1.24%
06/24/2022,21226.90,21100.90,21488.70,20743.90,104.56,0.60%
06/23/2022,21100.70,19967.30,21189.80,19907.50,110.7,5.68%
06/22/2022,19965.80,20720.20,20864.30,19780.20,125.94,-3.64%
06/21/2022,20720.40,20571.60,21689.30,20371.70,136.32,0.72%
06/20/2022,20572.30,20576.90,20996.80,19658.80,140.6,-0.02%
06/19/2022,20577.20,18983.40,20763.50,17983.70,169.39,8.38%
06/18/2022,18986.50,20446.40,20744.70,17630.50,267.25,-7.13%
06/17/2022,20444.60,20391.30,21315.40,20244.10,136.27,0.28%
06/16/2022,20386.60,22577.90,22942.10,20231.10,144,-9.71%
06/15/2022,22577.90,22137.50,22754.40,20125.80,280.41,1.90%
06/14/2022,22157.30,22449.10,23200.30,20860.90,251.01,-1.29%
06/13/2022,22448.00,26606.30,26857.60,22006.30,379.26,-15.63%
6/12/2022,26606.30,28404.00,28534.80,26606.30,120.02,-6.33%
6/11/2022,28403.40,29083.30,29426.60,28161.80,82.92,-2.34%
6/10/2022,29083.30,30097.40,30325.60,28884.90,104.26,-3.37%
6/9/2022,30097.80,30202.10,30691.40,29953.80,61.72,-0.34%
6/8/2022,30201.60,31127.20,31312.10,29874.80,87.96,-2.98%
6/7/2022,31128.80,31370.30,31556.60,29235.00,140.32,-0.76%
6/6/2022,31367.60,29911.20,31753.40,29888.60,94.01,4.86%
6/5/2022,29913.00,29865.10,30166.90,29539.00,30.33,0.16%
6/4/2022,29864.30,29700.90,29963.80,29489.50,33.51,0.55%
6/3/2022,29700.90,30455.70,30674.80,29330.80,72.13,-2.48%
6/2/2022,30455.50,29798.60,30638.50,29604.40,81.4,2.20%
6/1/2022,29798.50,31793.10,31969.90,29396.60,135.09,-6.27%
05/31/2022,31793.40,31730.20,32377.50,31221.20,86.6,0.22%
05/30/2022,31723.30,29465.20,32185.60,29307.20,129.56,7.66%
05/29/2022,29465.20,29027.10,29556.50,28838.70,36.87,1.51%
05/28/2022,29027.10,28620.10,29194.40,28537.20,43.87,1.49%
05/27/2022,28601.20,29194.00,29377.10,28282.20,116.41,-2.06%
05/26/2022,29203.50,29537.90,29868.90,28077.90,126.71,-1.14%
