Date,Price,Open,High,Low,Vol. ('000),Change %
10/20/2016,628.30,629.10,630.80,625.50,20.94,-0.11%
10/19/2016,629.10,635.30,637.30,624.10,35.29,-0.99%
10/18/2016,635.30,637.40,639.30,632.20,24.6,-0.32%
10/17/2016,637.40,640.10,641.30,634.90,27.69,-0.43%
10/16/2016,640.10,637.00,642.20,636.40,12.89,0.49%
10/15/2016,637.00,637.90,641.40,635.10,12.38,-0.14%
10/14/2016,637.90,635.60,640.50,630.70,31.42,0.37%
10/13/2016,635.60,636.00,639.50,632.30,25.62,-0.06%
10/12/2016,636.00,640.50,642.50,632.20,26.95,-0.70%
10/11/2016,640.50,617.30,642.30,615.60,55.77,3.75%
10/10/2016,617.30,615.80,618.80,612.80,25.23,0.25%
10/9/2016,615.80,617.70,618.30,613.00,13.43,-0.30%
10/8/2016,617.70,616.00,619.60,614.90,13.62,0.26%
10/7/2016,616.00,611.00,619.40,609.10,32.73,0.83%
10/6/2016,611.00,611.80,612.70,608.50,21.63,-0.14%
10/5/2016,611.80,609.00,613.70,608.00,23.4,0.47%
10/4/2016,609.00,611.60,612.70,606.50,24.99,-0.43%
10/3/2016,611.60,610.70,613.20,608.50,21.95,0.15%
10/2/2016,610.70,613.40,614.20,607.70,16.54,-0.44%
10/1/2016,613.40,608.10,615.00,607.10,16.93,0.87%
09/30/2016,608.10,604.70,608.80,602.30,23.95,0.57%
09/29/2016,604.70,604.70,607.20,602.00,25.32,0.00%
09/28/2016,604.70,605.50,606.90,602.60,18.94,-0.13%
09/27/2016,605.50,606.50,609.00,601.70,25.55,-0.18%
09/26/2016,606.50,601.50,608.50,598.20,27.51,0.84%
09/25/2016,601.50,602.60,604.90,598.30,13.28,-0.18%
09/24/2016,602.60,602.90,605.90,600.50,13.47,-0.05%
09/23/2016,602.90,595.60,603.70,594.10,25.92,1.22%
09/22/2016,595.60,597.20,599.80,592.80,22.44,-0.26%
09/21/2016,597.20,609.20,608.80,591.70,36.86,-1.98%
09/20/2016,609.20,609.80,611.30,605.90,22.61,-0.10%
09/19/2016,609.80,610.70,612.40,607.00,21.24,-0.14%
09/18/2016,610.70,607.10,612.40,605.20,16.33,0.60%
09/17/2016,607.10,607.80,609.60,604.50,15.89,-0.12%
09/16/2016,607.80,608.10,610.40,605.20,21.85,-0.05%
09/15/2016,608.10,609.50,610.70,605.10,22.69,-0.23%
09/14/2016,609.50,608.60,612.20,606.40,24.24,0.15%
09/13/2016,608.60,608.00,612.00,604.90,27.52,0.10%
9/12/2016,608.00,605.60,610.60,603.00,27.95,0.39%
9/11/2016,605.60,624.50,630.80,592.80,36.54,-3.03%
9/10/2016,624.50,623.20,627.50,621.10,15.28,0.22%
9/9/2016,623.20,625.60,627.60,617.30,28.33,-0.39%
9/8/2016,625.60,613.20,629.30,611.30,36.33,2.02%
9/7/2016,613.20,610.40,616.50,606.20,30.03,0.45%
9/6/2016,610.40,605.80,612.00,603.50,24.33,0.77%
9/5/2016,605.80,609.50,610.60,598.80,25.29,-0.62%
9/4/2016,609.50,598.80,615.20,590.80,30.69,1.79%
9/3/2016,598.80,575.30,605.00,572.60,35.7,4.09%
9/2/2016,575.30,572.00,577.60,569.30,26.61,0.58%
9/1/2016,572.00,573.90,705.00,569.40,25.87,-0.33%
08/31/2016,573.90,577.30,578.30,571.70,24.93,-0.60%
08/30/2016,577.30,574.20,579.90,572.50,27.48,0.54%
08/29/2016,574.20,575.00,578.60,571.40,23.86,-0.13%
08/28/2016,575.00,570.30,576.30,569.20,12.83,0.81%
08/27/2016,570.30,579.40,580.40,567.30,18.69,-1.56%
08/26/2016,579.40,578.00,582.70,575.80,21.17,0.24%
08/25/2016,578.00,579.70,580.70,570.80,32.73,-0.29%
08/24/2016,579.70,583.60,584.50,576.80,28.06,-0.67%
08/23/2016,583.60,587.50,589.90,578.60,32.08,-0.67%
08/22/2016,587.50,580.70,591.90,577.10,33.56,1.17%
08/21/2016,580.70,582.60,585.30,577.80,14.16,-0.33%
08/20/2016,582.60,574.60,583.50,572.30,23.12,1.40%
08/19/2016,574.60,573.40,577.90,566.30,25.53,0.20%
08/18/2016,573.40,572.30,579.50,570.80,30.39,0.18%
08/17/2016,572.30,580.20,581.10,568.70,32.76,-1.35%
08/16/2016,580.20,567.00,583.40,563.40,37.69,2.34%
08/15/2016,567.00,569.10,575.00,559.30,33.77,-0.37%
08/14/2016,569.10,584.60,585.80,559.90,33.07,-2.66%
08/13/2016,584.60,587.10,590.10,582.80,19.3,-0.43%
8/12/2016,587.10,587.80,591.10,582.20,25.5,-0.12%
8/11/2016,587.80,590.90,599.20,585.40,39.83,-0.52%
8/10/2016,590.90,585.30,600.50,580.90,49.57,0.97%
8/9/2016,585.30,589.20,591.20,581.10,25.97,-0.68%
8/8/2016,589.20,590.80,594.20,585.40,24.88,-0.27%
8/7/2016,590.80,586.50,596.00,580.90,26.2,0.75%
8/6/2016,586.50,574.70,596.70,565.30,25.38,2.05%
8/5/2016,574.70,576.20,580.00,565.80,27.89,-0.27%
8/4/2016,576.20,566.40,584.90,559.50,44.82,1.73%
8/3/2016,566.40,513.40,573.10,514.10,85.93,10.32%
8/2/2016,513.40,607.00,613.80,471.40,130.91,-15.42%
8/1/2016,607.00,621.90,627.90,603.50,66.66,-2.39%
07/31/2016,621.90,654.70,654.90,621.40,62.89,-5.02%
07/30/2016,654.70,655.40,657.50,652.10,19.35,-0.11%
07/29/2016,655.40,654.10,657.40,651.00,27.04,0.20%
07/28/2016,654.10,654.50,658.00,650.80,28.11,-0.06%
07/27/2016,654.50,654.40,659.10,646.00,29.89,0.02%
07/26/2016,654.40,654.00,657.80,643.50,49.39,0.06%
07/25/2016,654.00,659.30,662.50,651.10,34.38,-0.80%
07/24/2016,659.30,655.20,664.20,651.00,29.82,0.63%
07/23/2016,655.20,651.10,658.20,648.00,29.89,0.62%
07/22/2016,651.10,664.60,669.40,645.70,65.9,-2.03%
07/21/2016,664.60,664.40,666.50,657.80,32.17,0.03%
07/20/2016,664.40,671.10,672.30,659.50,37.56,-1.00%
07/19/2016,671.10,670.40,673.20,663.60,30.4,0.11%
07/18/2016,670.40,676.30,680.40,664.60,42.58,-0.88%
07/17/2016,676.30,660.70,680.90,660.10,46.84,2.37%
07/16/2016,660.70,664.20,665.40,655.70,20.39,-0.53%
07/15/2016,664.20,657.30,667.50,656.50,35.83,1.06%
07/14/2016,657.30,661.20,661.90,646.30,48.2,-0.59%
07/13/2016,661.20,670.60,672.00,656.00,62.96,-1.40%
7/12/2016,670.60,646.70,673.20,644.60,66.59,3.69%
7/11/2016,646.70,647.10,657.50,640.00,45.94,-0.06%
7/10/2016,647.10,651.80,652.00,636.80,29.26,-0.72%
7/9/2016,651.80,662.80,663.50,620.70,96.01,-1.65%
7/8/2016,662.80,635.30,663.40,630.20,75.89,4.33%
7/7/2016,635.30,672.70,676.20,605.00,153.61,-5.57%
7/6/2016,672.70,663.70,678.40,662.20,47.05,1.36%
7/5/2016,663.70,675.20,679.20,657.30,54.64,-1.70%
7/4/2016,675.20,661.60,679.00,644.00,63.91,2.04%
7/3/2016,661.60,698.10,701.50,644.60,99.27,-5.22%
7/2/2016,698.10,674.60,700.50,671.50,67.38,3.48%
7/1/2016,674.60,670.00,685.10,661.10,92.23,0.68%
06/30/2016,670.00,636.50,673.00,631.20,88.2,5.26%
06/29/2016,636.50,644.90,645.90,621.80,80.22,-1.29%
06/28/2016,644.90,644.70,659.30,634.30,76.66,0.04%
06/27/2016,644.70,625.40,650.30,615.20,99.81,3.08%
06/26/2016,625.40,663.50,665.20,609.90,88.93,-5.74%
06/25/2016,663.50,656.90,688.10,640.80,100.46,1.01%
06/24/2016,656.90,620.80,687.40,616.40,196.69,5.81%
06/23/2016,620.80,590.60,629.50,539.30,261.74,5.13%
06/22/2016,590.60,667.40,677.80,586.60,202.32,-11.51%
06/21/2016,667.40,734.00,732.20,626.00,248.08,-9.07%
06/20/2016,734.00,761.00,764.60,717.40,112.29,-3.56%
06/19/2016,761.00,753.80,765.10,740.40,60.45,0.96%
06/18/2016,753.80,743.90,776.00,727.10,120.53,1.33%
06/17/2016,743.90,761.20,771.90,704.20,215.87,-2.27%
06/16/2016,761.20,690.80,769.70,687.40,229.57,10.20%
06/15/2016,690.80,685.10,695.10,670.50,78.62,0.82%
06/14/2016,685.10,700.10,702.50,654.70,135.65,-2.13%
06/13/2016,700.10,666.50,718.20,652.80,216.73,5.03%
6/12/2016,666.50,591.60,683.80,592.80,217.38,12.67%
6/11/2016,591.60,577.90,592.60,576.30,42.22,2.37%
6/10/2016,577.90,574.70,579.30,571.10,45.5,0.56%
6/9/2016,574.70,580.50,580.70,569.30,48.61,-1.00%
6/8/2016,580.50,575.60,582.40,567.80,49.6,0.86%
6/7/2016,575.60,583.60,591.30,543.60,84.69,-1.37%
6/6/2016,583.60,574.90,586.70,571.70,63.68,1.51%
6/5/2016,574.90,572.00,583.60,567.80,64.52,0.52%
6/4/2016,572.00,567.00,592.70,560.90,87.41,0.87%
6/3/2016,567.00,537.10,573.70,534.30,106.25,5.57%
6/2/2016,537.10,537.40,541.50,530.50,52.88,-0.06%
6/1/2016,537.40,528.90,542.30,521.30,72.41,1.60%
05/31/2016,528.90,532.30,546.90,513.20,114.08,-0.63%
05/30/2016,532.30,516.00,544.20,512.80,77.53,3.14%
05/29/2016,516.00,524.20,548.00,493.20,152.57,-1.56%
05/28/2016,524.20,474.00,531.80,467.00,150.17,10.58%
05/27/2016,474.00,453.30,479.20,452.70,135.68,4.58%
05/26/2016,453.30,449.80,454.30,447.70,37.72,0.78%
05/25/2016,449.80,446.10,451.20,445.40,37.72,0.82%
05/24/2016,446.10,443.70,447.90,442.00,33.22,0.55%
05/23/2016,443.70,439.60,445.00,438.20,35.9,0.93%
05/22/2016,439.60,443.60,444.20,436.90,28.74,-0.91%
05/21/2016,443.60,442.10,445.20,439.70,23,0.35%
05/20/2016,442.10,442.70,447.80,435.40,48.43,-0.12%
05/19/2016,442.70,454.20,455.20,441.10,59.39,-2.55%
05/18/2016,454.20,453.30,456.60,452.40,32.61,0.21%
05/17/2016,453.30,454.90,456.30,451.70,34.63,-0.36%
05/16/2016,454.90,458.10,459.60,450.70,36.6,-0.71%
05/15/2016,458.10,456.40,460.30,455.00,21.2,0.37%
05/14/2016,456.40,455.40,457.70,453.60,20.36,0.23%
05/13/2016,455.40,454.40,457.20,451.50,32.39,0.22%
5/12/2016,454.40,452.50,455.30,448.40,49.19,0.43%
5/11/2016,452.50,449.40,456.10,449.60,39.97,0.70%
5/10/2016,449.40,460.40,462.10,446.80,59.99,-2.41%
5/9/2016,460.40,457.90,464.20,455.40,48.42,0.56%
5/8/2016,457.90,458.50,460.20,454.90,27.6,-0.13%
5/7/2016,458.50,459.60,460.60,454.60,30.97,-0.24%
5/6/2016,459.60,448.10,461.50,445.70,68.43,2.56%
5/5/2016,448.10,445.80,449.20,444.40,41.89,0.51%
5/4/2016,445.80,450.30,450.90,444.20,39.44,-0.99%
5/3/2016,450.30,444.20,451.50,441.50,49.75,1.37%
5/2/2016,444.20,452.20,453.90,440.20,73.85,-1.78%
5/1/2016,452.20,448.50,454.20,447.50,21.75,0.83%
04/30/2016,448.50,455.00,456.90,446.60,35.31,-1.42%
04/29/2016,455.00,448.50,456.30,445.20,44.85,1.45%
04/28/2016,448.50,447.00,450.10,433.90,81.94,0.33%
04/27/2016,447.00,466.00,467.90,444.60,90.81,-4.08%
04/26/2016,466.00,461.70,468.90,459.20,67.56,0.92%
04/25/2016,461.70,457.60,466.20,451.80,81.66,0.91%
04/24/2016,457.60,450.10,461.80,447.90,74.43,1.66%
04/23/2016,450.10,445.30,451.50,443.10,42.36,1.08%
04/22/2016,445.30,449.30,450.20,441.90,49.71,-0.90%
04/21/2016,449.30,441.20,450.80,439.50,63.13,1.85%
04/20/2016,441.20,434.90,442.90,432.50,74.36,1.43%
04/19/2016,434.90,427.70,436.10,426.80,45.68,1.69%
04/18/2016,427.70,426.30,429.10,424.40,32.58,0.34%
04/17/2016,426.30,430.00,430.60,423.80,25.59,-0.88%
04/16/2016,430.00,428.70,432.00,426.80,29.02,0.32%
04/15/2016,428.70,424.00,429.50,423.30,54.12,1.10%
04/14/2016,424.00,423.50,425.40,421.80,30.66,0.13%
04/13/2016,423.50,424.70,426.60,421.40,38.09,-0.30%
4/12/2016,424.70,421.40,426.70,420.70,57.71,0.79%
4/11/2016,421.40,420.30,422.40,418.10,36.39,0.28%
4/10/2016,420.30,418.00,421.60,416.70,23.3,0.53%
4/9/2016,418.00,417.70,418.90,412.40,29.43,0.09%
4/8/2016,417.70,420.10,423.50,415.50,46.95,-0.58%
4/7/2016,420.10,421.30,422.00,417.90,36.06,-0.27%
4/6/2016,421.30,422.10,422.80,419.50,32.67,-0.19%
4/5/2016,422.10,419.30,423.70,418.00,40.89,0.65%
4/4/2016,419.30,419.10,420.40,416.20,33.44,0.06%
4/3/2016,419.10,418.50,420.20,417.00,22.8,0.13%
4/2/2016,418.50,415.60,420.10,415.10,31.31,0.69%
4/1/2016,415.60,415.70,416.90,412.80,38.22,0.00%
03/31/2016,415.70,412.40,417.20,411.50,41.84,0.78%
03/30/2016,412.40,415.00,416.20,408.40,43.28,-0.62%
03/29/2016,415.00,422.20,424.50,406.40,69.11,-1.71%
03/28/2016,422.20,424.60,425.40,419.70,43.45,-0.56%
03/27/2016,424.60,416.50,427.40,415.50,61.72,1.94%
03/26/2016,416.50,415.70,417.70,413.90,28.06,0.19%
03/25/2016,415.70,414.70,417.30,412.40,34.59,0.23%
03/24/2016,414.70,417.00,417.70,412.90,38.83,-0.54%
03/23/2016,417.00,416.20,419.60,414.20,40.61,0.19%
03/22/2016,416.20,411.10,417.90,410.80,49.08,1.24%
03/21/2016,411.10,411.50,413.10,407.30,43.16,-0.10%
03/20/2016,411.50,408.70,413.50,407.20,30.54,0.69%
03/19/2016,408.70,408.20,410.50,402.10,37,0.13%
03/18/2016,408.20,418.20,418.60,402.50,66.07,-2.39%
03/17/2016,418.20,415.90,419.60,415.30,43.82,0.54%
03/16/2016,415.90,415.10,417.00,413.30,44.54,0.19%
03/15/2016,415.10,414.30,417.40,412.30,48.6,0.20%
03/14/2016,414.30,412.40,416.10,411.20,49.33,0.46%
03/13/2016,412.40,410.40,415.90,409.60,34.98,0.50%
3/12/2016,410.40,419.10,420.70,407.00,59.64,-2.09%
3/11/2016,419.10,415.80,422.40,415.10,60.63,0.79%
3/10/2016,415.80,412.80,417.50,410.30,55.74,0.74%
3/9/2016,412.80,411.90,414.90,408.90,50.92,0.21%
3/8/2016,411.90,414.90,416.70,408.40,53.77,-0.72%
3/7/2016,414.90,406.00,416.60,402.00,61.77,2.19%
3/6/2016,406.00,399.00,412.00,393.10,62.59,1.74%
3/5/2016,399.00,409.50,410.10,386.90,129.15,-2.56%
3/4/2016,409.50,419.60,423.40,407.20,75.27,-2.40%
3/3/2016,419.60,425.40,425.80,414.90,78.9,-1.36%
3/2/2016,425.40,434.00,435.90,423.90,57.75,-2.00%
3/1/2016,434.00,436.20,439.00,428.50,67.46,-0.50%
02/29/2016,436.20,432.50,441.30,429.80,68.77,0.86%
02/28/2016,432.50,431.30,435.60,421.20,50.85,0.27%
02/27/2016,431.30,427.30,434.10,427.30,42.79,0.93%
02/26/2016,427.30,423.50,427.60,419.10,53.21,0.91%
02/25/2016,423.50,422.70,427.20,417.50,53.54,0.18%
02/24/2016,422.70,419.90,425.20,410.40,66.51,0.67%
02/23/2016,419.90,437.80,440.80,414.40,93.72,-4.09%
02/22/2016,437.80,437.90,440.20,431.30,56.01,-0.02%
02/21/2016,437.90,440.10,447.60,425.50,100.5,-0.50%
02/20/2016,440.10,420.00,442.70,419.50,111.63,4.78%
02/19/2016,420.00,421.40,424.30,416.40,52.24,-0.34%
02/18/2016,421.40,417.10,425.50,414.80,77.35,1.02%
02/17/2016,417.10,406.40,421.50,405.00,90.32,2.64%
02/16/2016,406.40,401.10,409.80,398.00,68.33,1.33%
02/15/2016,401.10,405.50,410.90,396.60,86.13,-1.09%
02/14/2016,405.50,390.10,405.90,390.10,73.59,3.95%
02/13/2016,390.10,384.00,392.60,383.30,48.16,1.58%
2/12/2016,384.00,379.50,386.40,379.30,53.76,1.21%
2/11/2016,379.50,381.90,383.20,372.80,62.65,-0.64%
2/10/2016,381.90,375.30,385.40,374.10,97.49,1.75%
2/9/2016,375.30,372.60,377.60,371.40,55.36,0.72%
2/8/2016,372.60,377.90,380.90,372.10,62.24,-1.40%
2/7/2016,377.90,376.70,382.60,375.30,40.74,0.33%
2/6/2016,376.70,386.50,386.40,372.90,78.85,-2.53%
2/5/2016,386.50,390.60,391.10,384.50,60.92,-1.07%
2/4/2016,390.60,368.00,391.80,368.00,101.87,6.15%
2/3/2016,368.00,373.90,375.90,366.20,59.81,-1.58%
2/2/2016,373.90,372.20,376.60,371.40,50.98,0.47%
2/1/2016,372.20,369.80,379.80,365.30,74.35,0.63%
01/31/2016,369.80,377.80,380.50,366.90,39.02,-2.10%
01/30/2016,377.80,380.30,381.80,375.00,36.18,-0.67%
01/29/2016,380.30,379.70,385.80,363.50,138.46,0.16%
01/28/2016,379.70,395.00,395.40,376.70,77.32,-3.88%
01/27/2016,395.00,389.80,397.40,389.40,43.68,1.34%
01/26/2016,389.80,392.80,397.70,387.90,56.81,-0.76%
01/25/2016,392.80,402.10,403.80,386.90,67.66,-2.33%
01/24/2016,402.10,388.60,405.40,385.50,64.54,3.48%
01/23/2016,388.60,382.60,395.40,380.30,61.38,1.56%
01/22/2016,382.60,410.20,411.50,374.90,144.86,-6.73%
01/21/2016,410.20,414.60,423.40,403.90,89.94,-1.05%
01/20/2016,414.60,379.50,425.70,374.00,190.32,9.26%
01/19/2016,379.50,384.40,386.70,375.90,66.35,-1.29%
01/18/2016,384.40,382.50,387.30,373.20,69.3,0.50%
01/17/2016,382.50,385.00,390.70,377.70,66.09,-0.67%
01/16/2016,385.00,372.30,386.70,350.40,183.96,3.43%
01/15/2016,372.30,429.10,430.10,364.70,268.14,-13.25%
01/14/2016,429.10,432.20,433.70,427.00,46.17,-0.71%
01/13/2016,432.20,445.00,443.70,420.40,92.04,-2.89%
1/12/2016,445.00,447.70,448.40,443.10,44.59,-0.60%
1/11/2016,447.70,446.20,451.10,441.80,56.59,0.34%
1/10/2016,446.20,448.30,448.90,438.60,44.46,-0.47%
1/9/2016,448.30,452.90,454.50,444.90,39.81,-1.01%
1/8/2016,452.90,457.00,462.90,446.50,91.31,-0.91%
1/7/2016,457.00,430.80,457.50,428.50,130.2,6.09%
1/6/2016,430.80,431.20,432.10,425.00,43.43,-0.09%
1/5/2016,431.20,433.30,435.30,428.90,45.03,-0.49%
1/4/2016,433.30,430.70,435.30,428.60,53.01,0.61%
1/3/2016,430.70,433.70,434.10,423.10,54.83,-0.70%
1/2/2016,433.70,434.00,437.40,430.70,33.57,-0.06%
1/1/2016,434.00,430.00,438.00,425.90,46.97,0.94%
12/31/2015,430.00,427.10,433.10,417.10,65.21,0.66%
12/30/2015,427.10,431.90,435.00,420.80,68.27,-1.10%
12/29/2015,431.90,421.80,433.60,419.30,70.65,2.41%
12/28/2015,421.80,422.40,429.90,417.10,68.35,-0.15%
12/27/2015,422.40,415.40,425.50,406.10,67.58,1.69%
12/26/2015,415.40,454.00,456.50,400.50,208.58,-8.52%
12/25/2015,454.00,453.00,457.40,449.50,42.39,0.24%
12/24/2015,453.00,442.40,460.60,441.80,79.6,2.38%
12/23/2015,442.40,437.00,444.80,434.30,63.25,1.24%
12/22/2015,437.00,437.60,443.20,433.30,65.79,-0.13%
12/21/2015,437.60,441.80,445.50,424.00,121.99,-0.95%
12/20/2015,441.80,461.20,462.80,431.10,121.53,-4.21%
12/19/2015,461.20,463.20,466.00,452.30,61.31,-0.43%
12/18/2015,463.20,455.50,466.10,453.50,83.41,1.68%
12/17/2015,455.50,454.00,458.40,447.30,64.58,0.34%
12/16/2015,454.00,462.60,465.20,437.40,185.22,-1.87%
12/15/2015,462.60,442.00,464.20,440.70,107.06,4.67%
12/14/2015,442.00,434.70,449.50,428.80,218.92,1.68%
12/13/2015,434.70,432.30,441.00,420.80,64.14,0.56%
12/12/2015,432.30,449.80,467.70,403.70,211.44,-3.90%
12/11/2015,449.80,415.50,453.40,413.70,175.06,8.26%
12/10/2015,415.50,416.00,420.40,409.50,71.66,-0.12%
12/9/2015,416.00,410.70,424.60,403.30,147.36,1.30%
12/8/2015,410.70,394.30,411.10,388.00,74.36,4.16%
12/7/2015,394.30,393.40,398.70,381.70,96.75,0.23%
12/6/2015,393.40,386.70,402.20,382.60,131.86,1.73%
12/5/2015,386.70,361.70,390.30,361.50,115.2,6.92%
12/4/2015,361.70,360.30,364.00,354.30,60.55,0.38%
12/3/2015,360.30,360.00,371.40,355.50,87.23,0.09%
12/2/2015,360.00,361.80,363.40,347.20,92.45,-0.50%
12/1/2015,361.80,378.00,379.00,353.70,111.91,-4.28%
11/30/2015,378.00,370.80,382.60,367.90,129.77,1.92%
11/29/2015,370.80,355.80,372.80,354.50,67.37,4.22%
11/28/2015,355.80,359.50,360.10,350.50,56.17,-1.03%
11/27/2015,359.50,353.70,363.90,345.10,103.48,1.63%
11/26/2015,353.70,327.50,368.90,327.40,211.38,8.01%
11/25/2015,327.50,318.40,330.00,315.70,77.68,2.88%
11/24/2015,318.40,322.10,323.30,315.50,50.66,-1.17%
11/23/2015,322.10,322.80,325.00,319.90,42.73,-0.20%
11/22/2015,322.80,324.70,326.90,319.40,36.75,-0.59%
11/21/2015,324.70,321.10,328.40,318.40,45,1.11%
11/20/2015,321.10,325.00,327.10,309.50,109.99,-1.19%
11/19/2015,325.00,335.90,335.60,323.40,86.38,-3.26%
11/18/2015,335.90,333.90,337.40,329.40,78.36,0.60%
11/17/2015,333.90,330.20,342.90,328.10,98.25,1.12%
11/16/2015,330.20,317.50,332.00,314.10,87.14,4.02%
11/15/2015,317.50,331.80,334.80,314.20,88.32,-4.32%
11/14/2015,331.80,333.80,369.80,326.40,71.11,-0.60%
11/13/2015,333.80,333.90,341.80,323.90,97.25,-0.02%
11/12/2015,333.90,304.70,346.10,306.10,164.61,9.56%
11/11/2015,304.70,336.70,341.80,292.40,263.96,-9.50%
11/10/2015,336.70,380.20,381.40,323.20,210.29,-11.45%
11/9/2015,380.20,371.60,385.10,360.20,125.54,2.33%
11/8/2015,371.60,385.10,389.80,365.50,94.36,-3.51%
11/7/2015,385.10,369.80,391.80,369.00,103.03,4.13%
11/6/2015,369.80,382.70,396.40,348.80,255.28,-3.37%
11/5/2015,382.70,400.90,447.20,366.10,302.95,-4.54%
11/4/2015,400.90,396.50,492.80,368.60,517.73,1.11%
11/3/2015,396.50,359.30,416.80,354.60,421.99,10.36%
11/2/2015,359.30,323.00,365.80,319.80,223.1,11.25%
11/1/2015,323.00,311.20,324.30,304.70,73.71,3.76%
10/31/2015,311.20,327.10,333.30,304.60,105.83,-4.85%
10/30/2015,327.10,313.60,334.90,310.80,156.49,4.30%
10/29/2015,313.60,303.50,318.50,300.20,138.92,3.32%
10/28/2015,303.50,294.70,307.50,294.00,116.41,3.01%
10/27/2015,294.70,285.10,298.40,285.10,105.87,3.34%
10/26/2015,285.10,287.90,287.60,279.60,73.21,-0.94%
10/25/2015,287.90,282.60,295.60,281.80,113.9,1.88%
10/24/2015,282.60,276.90,283.00,277.00,60.13,2.04%
10/23/2015,276.90,274.40,279.80,273.20,69.32,0.91%
10/22/2015,274.40,267.10,278.70,266.80,93.15,2.74%
10/21/2015,267.10,269.80,272.20,263.50,59.64,-0.98%
10/20/2015,269.80,263.80,272.10,262.70,75.4,2.25%
10/19/2015,263.80,261.70,266.00,259.90,58.17,0.82%
10/18/2015,261.70,269.60,272.40,259.50,52.27,-2.93%
10/17/2015,269.60,262.90,275.40,261.70,113.84,2.55%
10/16/2015,262.90,254.40,267.30,253.90,95.18,3.31%
10/15/2015,254.40,252.30,256.80,251.20,60.64,0.84%
10/14/2015,252.30,248.80,255.10,248.30,69.58,1.43%
10/13/2015,248.80,245.40,251.20,243.10,74.88,1.40%
10/12/2015,245.40,247.60,248.00,244.60,40.39,-0.93%
10/11/2015,247.60,245.40,248.30,244.50,41.43,0.94%
10/10/2015,245.40,244.00,245.90,242.90,38.96,0.54%
10/9/2015,244.00,242.60,244.60,241.30,40.57,0.60%
10/8/2015,242.60,243.00,244.80,241.60,44.15,-0.16%
10/7/2015,243.00,246.10,247.30,241.60,62.6,-1.28%
10/6/2015,246.10,240.10,247.60,239.40,78.84,2.49%
10/5/2015,240.10,238.30,240.50,236.40,61.24,0.76%
10/4/2015,238.30,238.60,277.60,237.50,31.85,-0.10%
10/3/2015,238.60,236.70,239.50,236.10,43.31,0.79%
10/2/2015,236.70,237.10,238.40,235.10,47.94,-0.14%
10/1/2015,237.10,235.90,238.70,234.70,52.88,0.47%
09/30/2015,235.90,236.70,237.80,234.40,50.52,-0.33%
09/29/2015,236.70,238.90,240.40,234.80,57.3,-0.90%
09/28/2015,238.90,232.50,240.40,232.40,64.28,2.74%
09/27/2015,232.50,234.30,234.80,231.80,36.14,-0.77%
09/26/2015,234.30,235.00,235.70,232.70,40.29,-0.31%
09/25/2015,235.00,233.80,237.60,232.70,61.58,0.54%
09/24/2015,233.80,229.90,235.80,229.60,72.12,1.68%
09/23/2015,229.90,230.00,232.20,228.50,43.6,-0.05%
09/22/2015,230.00,226.30,233.20,224.10,71.55,1.63%
09/21/2015,226.30,231.10,231.60,225.00,53.43,-2.06%
09/20/2015,231.10,231.10,232.70,229.90,33.15,0.00%
09/19/2015,231.10,232.20,233.40,230.20,34.47,-0.47%
09/18/2015,232.20,232.70,234.70,230.60,53.17,-0.22%
09/17/2015,232.70,228.60,235.20,227.90,56.06,1.80%
09/16/2015,228.60,229.50,230.90,225.10,51.91,-0.41%
09/15/2015,229.50,229.90,242.80,228.00,49.52,-0.17%
09/14/2015,229.90,230.20,232.60,226.00,61.1,-0.12%
09/13/2015,230.20,235.60,236.20,228.30,51.6,-2.30%
9/12/2015,235.60,239.90,240.30,233.30,43.77,-1.79%
9/11/2015,239.90,238.10,241.00,237.40,45.77,0.76%
9/10/2015,238.10,237.40,240.60,234.30,60.54,0.28%
9/9/2015,237.40,243.20,244.30,236.50,69.26,-2.40%
9/8/2015,243.20,239.60,246.40,239.20,76.35,1.53%
9/7/2015,239.60,239.90,242.70,237.50,57.19,-0.12%
9/6/2015,239.90,233.70,243.60,234.70,66.27,2.65%
9/5/2015,233.70,230.30,235.60,228.30,48.28,1.49%
9/4/2015,230.30,226.20,231.10,225.80,61.76,1.79%
9/3/2015,226.20,228.60,229.60,225.40,54.15,-1.06%
9/2/2015,228.60,227.20,230.60,225.60,58.77,0.64%
9/1/2015,227.20,229.50,231.40,225.80,66.54,-1.00%
08/31/2015,229.50,228.40,231.80,224.20,54.51,0.47%
08/30/2015,228.40,228.50,232.30,225.40,39.81,-0.04%
08/29/2015,228.50,231.60,233.10,226.40,43.74,-1.36%
08/28/2015,231.60,222.70,234.80,219.60,90.66,4.00%
08/27/2015,222.70,225.00,228.40,222.00,60.25,-1.00%
08/26/2015,225.00,220.50,230.70,218.80,92.81,2.02%
08/25/2015,220.50,211.40,226.60,196.30,190.79,4.29%
08/24/2015,211.40,226.80,228.40,207.80,196.7,-6.76%
08/23/2015,226.80,229.50,232.70,224.30,48.84,-1.22%
08/22/2015,229.50,232.40,235.10,221.00,74.21,-1.23%
08/21/2015,232.40,234.70,236.30,230.50,57.65,-0.96%
08/20/2015,234.70,226.00,238.00,225.50,90.98,3.83%
08/19/2015,226.00,246.70,247.90,214.30,245.82,-8.40%
08/18/2015,246.70,257.10,257.50,245.70,94.5,-4.05%
